County,FIPS,Average Annual Count,State
Forrest County,28035,51,Mississippi
Putnam County,47141,57,Tennessee
Butler County,42019,159,Pennsylvania
Sandusky County,39143,48,Ohio
Oxford County,23017,54,Maine
Pima County,4019,830,Arizona
Chariton County,29041,6,Missouri
Elk County,42047,27,Pennsylvania
Marion County,17121,31,Illinois
Washington County,49053,139,Utah
Pulaski County,21199,54,Kentucky
Nome Census Area,2180,4,Alaska
Webster County,29225,28,Missouri
Carroll County,47017,24,Tennessee
Lincoln Parish,22061,28,Louisiana
Reeves County,48389,7,Texas
Garrard County,21079,15,Kentucky
Pueblo County,8101,134,Colorado
Mahoning County,39099,201,Ohio
Caribou County,16029,5,Idaho
Gage County,31067,20,Nebraska
Wadena County,27159,11,Minnesota
Roosevelt County,30085,6,Montana
Columbiana County,39029,87,Ohio
Jefferson County,53031,40,Washington
Coahoma County,28027,17,Mississippi
Lubbock County,48303,185,Texas
Scotland County,37165,27,North Carolina
Ford County,17053,11,Illinois
Macon County,17115,90,Illinois
Crittenden County,5035,33,Arkansas
Shiawassee County,26155,55,Michigan
Caledonia County,50005,26,Vermont
Rock Island County,17161,114,Illinois
Tehama County,6103,55,California
Crawford County,17033,15,Illinois
Langlade County,55067,19,Wisconsin
Franklin County,36033,36,New York
Valencia County,35061,60,New Mexico
Edmonson County,21061,10,Kentucky
Lemhi County,16059,7,Idaho
Grays Harbor County,53027,66,Washington
Grand Traverse County,26055,81,Michigan
Barry County,26015,47,Michigan
Raleigh County,54081,64,West Virginia
Madison County,39097,31,Ohio
Cross County,5037,14,Arkansas
Coshocton County,39031,30,Ohio
Shelby County,39149,34,Ohio
Grady County,40051,41,Oklahoma
Nelson County,21179,35,Kentucky
Banks County,13011,14,Georgia
Comanche County,40031,75,Oklahoma
McCulloch County,48307,7,Texas
McCreary County,21147,12,Kentucky
Fayette County,48149,21,Texas
St. Clair County,26147,131,Michigan
Logan County,40083,37,Oklahoma
Carson City,32510,47,Nevada
Gooding County,16047,11,Idaho
Androscoggin County,23001,87,Maine
St. Lawrence County,36089,84,New York
Piatt County,17147,14,Illinois
Union County,28145,20,Mississippi
Ware County,13299,28,Georgia
Haralson County,13143,22,Georgia
Austin County,48015,23,Texas
Lincoln County,41041,52,Oregon
Autauga County,1001,44,Alabama
Ashland County,39005,42,Ohio
Waller County,48473,30,Texas
Webster County,28155,8,Mississippi
Kodiak Island Borough,2150,7,Alaska
Powell County,21197,9,Kentucky
Cleveland County,40027,188,Oklahoma
Red Lake County,27125,3,Minnesota
Ross County,39141,58,Ohio
Coffee County,13069,29,Georgia
Randolph County,29175,18,Missouri
Lincoln County,55069,26,Wisconsin
Sheridan County,56033,25,Wyoming
Burke County,13033,19,Georgia
Kendall County,48259,37,Texas
Mobile County,1097,311,Alabama
Dawson County,30021,7,Montana
Clark County,53011,361,Washington
Mono County,6051,9,California
Jones County,48253,11,Texas
Johnson County,21115,19,Kentucky
Aitkin County,27001,18,Minnesota
Polk County,47139,14,Tennessee
Muskogee County,40101,50,Oklahoma
Crawford County,26039,12,Michigan
Polk County,13233,30,Georgia
Crawford County,5033,47,Arkansas
Aroostook County,23003,62,Maine
Champaign County,39021,31,Ohio
Doddridge County,54017,6,West Virginia
Mille Lacs County,27095,21,Minnesota
Clayton County,19043,14,Iowa
Brazos County,48041,106,Texas
Tuscola County,26157,44,Michigan
St. Joseph County,26149,46,Michigan
Elmore County,16039,16,Idaho
Newaygo County,26123,40,Michigan
McMinn County,47107,44,Tennessee
Beckham County,40009,14,Oklahoma
Brown County,39015,35,Ohio
Darlington County,45031,52,South Carolina
Tipton County,47167,44,Tennessee
Chatham County,13051,214,Georgia
LaMoure County,38045,4,North Dakota
Williamsburg County,45089,28,South Carolina
Westmoreland County,42129,317,Pennsylvania
Graham County,37075,8,North Carolina
Sullivan County,36105,57,New York
Clare County,26035,28,Michigan
Highland County,39071,34,Ohio
Armstrong County,42005,58,Pennsylvania
Matagorda County,48321,25,Texas
Harris County,48201,2730,Texas
Carroll County,21041,8,Kentucky
Clay County,37043,12,North Carolina
Mercer County,39107,31,Ohio
Lee County,37105,47,North Carolina
Lebanon County,42075,116,Pennsylvania
Dauphin County,42043,220,Pennsylvania
Perry County,21193,21,Kentucky
Randolph County,5121,15,Arkansas
Henry County,19087,15,Iowa
Levy County,12075,39,Florida
Edwards County,17047,5,Illinois
Trempealeau County,55121,23,Wisconsin
Clarion County,42031,29,Pennsylvania
Tillamook County,41057,25,Oregon
Clay County,21051,16,Kentucky
Hutchinson County,46067,6,South Dakota
Cumberland County,47035,64,Tennessee
Shenandoah County,51171,36,Virginia
Missaukee County,26113,11,Michigan
Macon County,47111,19,Tennessee
Cattaraugus County,36009,61,New York
Matanuska-Susitna Borough,2170,63,Alaska
Medina County,48325,36,Texas
Jackson County,48239,11,Texas
Caldwell County,29025,7,Missouri
Union County,42119,31,Pennsylvania
McLeod County,27085,30,Minnesota
Brantley County,13025,13,Georgia
Norman County,27107,6,Minnesota
Louisa County,19115,9,Iowa
Humboldt County,32013,9,Nevada
Davis County,49011,188,Utah
Woodruff County,5147,5,Arkansas
Jackson County,37099,31,North Carolina
Benton County,47005,15,Tennessee
Cullman County,1043,69,Alabama
Kauai County,15007,58,Hawaii
Madison County,31119,25,Nebraska
Day County,46037,5,South Dakota
Taylor County,21217,20,Kentucky
Henry County,17073,43,Illinois
Mineral County,54057,23,West Virginia
Sanders County,30089,12,Montana
Carroll County,51035,27,Virginia
Goodhue County,27049,37,Minnesota
Douglas County,41019,104,Oregon
Millard County,49027,9,Utah
Tensas Parish,22107,4,Louisiana
Webster County,54101,7,West Virginia
Rhea County,47143,26,Tennessee
Calhoun County,48057,15,Texas
Patrick County,51141,17,Virginia
Nuckolls County,31129,4,Nebraska
Tate County,28137,21,Mississippi
Saluda County,45081,15,South Carolina
Pacific County,53049,27,Washington
Adams County,28001,23,Mississippi
St. Francis County,5123,16,Arkansas
Washington County,29221,18,Missouri
Dimmit County,48127,6,Texas
Las Animas County,8071,11,Colorado
Boone County,31011,5,Nebraska
Madison County,5087,13,Arkansas
Mason County,54053,23,West Virginia
Clinton County,21053,8,Kentucky
Humboldt County,6023,100,California
Jefferson County,16051,17,Idaho
Tunica County,28143,6,Mississippi
Rapides Parish,22079,95,Louisiana
Montgomery County,21173,21,Kentucky
Lincoln County,56023,14,Wyoming
Conecuh County,1035,11,Alabama
Benton County,27009,26,Minnesota
Graves County,21083,28,Kentucky
Boone County,19015,22,Iowa
Mercer County,21167,19,Kentucky
Franklin County,23007,27,Maine
Madison County,47113,74,Tennessee
Richland Parish,22083,16,Louisiana
Eau Claire County,55035,70,Wisconsin
Dorchester County,24019,29,Maryland
Screven County,13251,12,Georgia
Catawba County,37035,126,North Carolina
Suwannee County,12121,37,Florida
Allen County,39003,77,Ohio
Greene County,51079,15,Virginia
Accomack County,51001,29,Virginia
San Bernardino County,6071,1287,California
Lincoln County,23015,35,Maine
Roane County,47145,49,Tennessee
Prince William County,51153,278,Virginia
Pecos County,48371,8,Texas
Knott County,21119,11,Kentucky
Suffolk County,25025,476,Massachusetts
Calcasieu Parish,22019,145,Louisiana
Wayne County,17191,14,Illinois
Unicoi County,47171,16,Tennessee
Adams County,53001,11,Washington
Putnam County,12107,62,Florida
Laurel County,21125,48,Kentucky
Bandera County,48019,22,Texas
Carlton County,27017,25,Minnesota
Grady County,13131,19,Georgia
Otero County,8089,15,Colorado
Kanawha County,54039,155,West Virginia
Ramsey County,38071,8,North Dakota
Fayette County,54019,33,West Virginia
Victoria County,48469,62,Texas
Jefferson County,17081,27,Illinois
Iowa County,55049,18,Wisconsin
Robertson County,47147,51,Tennessee
Fillmore County,31059,5,Nebraska
Potter County,42105,14,Pennsylvania
Miami-Dade County,12086,2006,Florida
Morgan County,29141,18,Missouri
Val Verde County,48465,27,Texas
Dawson County,13085,22,Georgia
Bastrop County,48021,63,Texas
Cass County,48067,24,Texas
Blaine County,40011,7,Oklahoma
Citrus County,12017,181,Florida
Trumbull County,39155,173,Ohio
Quay County,35037,8,New Mexico
Burnet County,48053,42,Texas
Wilkinson County,28157,7,Mississippi
Dickinson County,26043,19,Michigan
Houston County,48225,17,Texas
Franklin County,53021,45,Washington
Wilkes County,37193,58,North Carolina
Orleans County,50019,22,Vermont
Calhoun County,1015,89,Alabama
Osceola County,26133,19,Michigan
Comanche County,48093,11,Texas
Randolph County,13243,5,Georgia
Glenn County,6021,20,California
Jackson County,54035,25,West Virginia
Avery County,37011,14,North Carolina
Caroline County,24011,26,Maryland
Johnson County,56019,8,Wyoming
Windham County,50025,40,Vermont
Prairie County,5117,7,Arkansas
Kearney County,31099,4,Nebraska
Montgomery County,5097,9,Arkansas
Dawes County,31045,7,Nebraska
Runnels County,48399,8,Texas
Marshall County,17123,10,Illinois
Lapeer County,26087,68,Michigan
Greer County,40055,3,Oklahoma
Pitkin County,8097,13,Colorado
Grant County,53025,59,Washington
Atchison County,29005,4,Missouri
Grant County,41023,7,Oregon
Saline County,29195,17,Missouri
Liberty County,48291,55,Texas
Whitman County,53075,22,Washington
Ashley County,5003,14,Arkansas
Pickaway County,39129,42,Ohio
Dale County,1045,37,Alabama
Macon County,13193,8,Georgia
Northumberland County,42097,75,Pennsylvania
Power County,16077,5,Idaho
Wright County,29229,15,Missouri
Coffee County,47031,44,Tennessee
Choctaw County,28019,7,Mississippi
Cottonwood County,27033,10,Minnesota
Jefferson Davis Parish,22053,23,Louisiana
Riverside County,6065,1541,California
Union County,5139,31,Arkansas
Heard County,13149,8,Georgia
Sublette County,56035,6,Wyoming
Wichita County,48485,83,Texas
Kent County,24029,17,Maryland
Sequoyah County,40135,29,Oklahoma
Lawrence County,47099,32,Tennessee
Grand County,49019,7,Utah
Cannon County,47015,12,Tennessee
Franklin County,5047,14,Arkansas
Allamakee County,19005,11,Iowa
Floyd County,19067,14,Iowa
Williams County,39171,30,Ohio
Blount County,1009,45,Alabama
Peach County,13225,21,Georgia
Pettis County,29159,32,Missouri
Carroll County,28015,9,Mississippi
Vernon County,55123,23,Wisconsin
Howard County,29089,8,Missouri
Lamar County,28073,41,Mississippi
Wythe County,51197,23,Virginia
Monroe County,39111,11,Ohio
Pamlico County,37137,13,North Carolina
San Jacinto County,48407,22,Texas
Monterey County,6053,263,California
Wolfe County,21237,5,Kentucky
El Paso County,48141,507,Texas
Adair County,21001,14,Kentucky
Clinton County,29049,15,Missouri
Brooke County,54009,23,West Virginia
Columbia County,53013,4,Washington
McKean County,42083,29,Pennsylvania
Laurens County,13175,37,Georgia
Meigs County,39105,18,Ohio
Harrison County,28047,143,Mississippi
Hutchinson County,48233,14,Texas
Union County,17181,14,Illinois
Fulton County,39051,30,Ohio
Hunt County,48231,70,Texas
Defiance County,39039,29,Ohio
Gonzales County,48177,13,Texas
San Joaquin County,6077,461,California
Deaf Smith County,48117,10,Texas
Le Flore County,40079,35,Oklahoma
Montcalm County,26117,47,Michigan
Curry County,41015,27,Oregon
Rusk County,48401,36,Texas
Tuscarawas County,39157,75,Ohio
Telfair County,13271,8,Georgia
Bronx County,36005,953,New York
Grant Parish,22043,15,Louisiana
Wood County,48499,42,Texas
Hamblen County,47063,50,Tennessee
Jackson County,26075,118,Michigan
Box Elder County,49003,31,Utah
Wexford County,26165,26,Michigan
Lewis County,53041,65,Washington
Freeborn County,27047,26,Minnesota
Benzie County,26019,16,Michigan
Aiken County,45003,136,South Carolina
Bayfield County,55007,16,Wisconsin
Gilmer County,54021,4,West Virginia
Shelby County,19165,10,Iowa
Morehouse Parish,22067,19,Louisiana
Hickman County,47081,18,Tennessee
Barry County,29009,28,Missouri
Putnam County,13237,19,Georgia
Howard County,5061,9,Arkansas
Tooele County,49045,34,Utah
Wilson County,48493,34,Texas
Cedar County,29039,12,Missouri
Allen County,21003,15,Kentucky
Midland County,48329,86,Texas
Jones County,28067,49,Mississippi
Uinta County,56041,12,Wyoming
Livingston Parish,22063,89,Louisiana
Pope County,5115,43,Arkansas
Avoyelles Parish,22009,29,Louisiana
Grand County,8049,10,Colorado
Camden County,37029,8,North Carolina
Stone County,5137,13,Arkansas
Humboldt County,19091,8,Iowa
Jasper County,28061,13,Mississippi
Fresno County,6019,561,California
Walker County,13295,52,Georgia
Gogebic County,26053,12,Michigan
Pend Oreille County,53051,12,Washington
Mitchell County,48335,5,Texas
Caswell County,37033,20,North Carolina
Logan County,39091,33,Ohio
Newton County,28101,15,Mississippi
Audubon County,19009,5,Iowa
Kleberg County,48273,16,Texas
Hall County,31079,38,Nebraska
Lawrence County,29109,28,Missouri
Green County,55045,27,Wisconsin
Coconino County,4005,81,Arizona
Noble County,39121,9,Ohio
Mendocino County,6045,73,California
Leon County,48289,13,Texas
Tioga County,42117,34,Pennsylvania
Buffalo County,31019,28,Nebraska
Guernsey County,39059,28,Ohio
Fayette County,42051,106,Pennsylvania
Ashtabula County,39007,74,Ohio
Bosque County,48035,16,Texas
Dunklin County,29069,22,Missouri
Wilkes County,13317,9,Georgia
Panola County,28107,22,Mississippi
Converse County,56009,10,Wyoming
Taylor County,55119,14,Wisconsin
Castro County,48069,4,Texas
Edgar County,17045,13,Illinois
Abbeville County,45001,18,South Carolina
Clearfield County,42033,63,Pennsylvania
Monroe County,54063,11,West Virginia
Nueces County,48355,223,Texas
Sevier County,5133,10,Arkansas
Crawford County,42039,69,Pennsylvania
San Benito County,6069,37,California
Alamosa County,8003,10,Colorado
Fayette County,1057,13,Alabama
Lincoln County,30053,18,Montana
Gilmer County,13123,29,Georgia
Rabun County,13241,16,Georgia
Karnes County,48255,8,Texas
Montgomery County,51121,53,Virginia
Rock County,27133,7,Minnesota
Lewis County,21135,10,Kentucky
Cheboygan County,26031,24,Michigan
Carroll County,13045,76,Georgia
Etowah County,1055,81,Alabama
Liberty County,12077,5,Florida
Lucas County,19117,7,Iowa
Guthrie County,19077,9,Iowa
Bledsoe County,47007,11,Tennessee
Marlboro County,45069,20,South Carolina
Walsh County,38099,8,North Dakota
Pittsburg County,40121,32,Oklahoma
Page County,19145,13,Iowa
Hocking County,39073,22,Ohio
Perry County,17145,15,Illinois
Daviess County,29061,6,Missouri
Scott County,47151,15,Tennessee
Rowan County,21205,15,Kentucky
Alexander County,17003,4,Illinois
Orange County,48361,57,Texas
McHenry County,38049,4,North Dakota
Lac qui Parle County,27073,6,Minnesota
Manistee County,26101,21,Michigan
Archuleta County,8007,13,Colorado
Madison County,48313,8,Texas
Clinch County,13065,4,Georgia
Sanilac County,26151,32,Michigan
Mercer County,54055,49,West Virginia
Clarke County,51043,12,Virginia
Pinal County,4021,300,Arizona
Carter County,21043,22,Kentucky
Carter County,47019,48,Tennessee
Iron County,29093,8,Missouri
Clark County,32003,1420,Nevada
Cass County,27021,27,Minnesota
Lawrence County,5075,13,Arkansas
Okeechobee County,12093,28,Florida
Marion County,21155,13,Kentucky
Refugio County,48391,5,Texas
Jasper County,45053,24,South Carolina
Evangeline Parish,22039,21,Louisiana
Marquette County,26103,46,Michigan
Bingham County,16011,27,Idaho
Wayne County,47181,11,Tennessee
Moore County,48341,11,Texas
Chambers County,1017,27,Alabama
Eagle County,8037,32,Colorado
Tippah County,28139,15,Mississippi
Irwin County,13155,6,Georgia
Grundy County,47061,10,Tennessee
Gem County,16045,15,Idaho
James City County,51095,69,Virginia
Luna County,35029,17,New Mexico
Broadwater County,30007,5,Montana
Linn County,41043,97,Oregon
Vinton County,39163,10,Ohio
Calhoun County,28013,11,Mississippi
Haskell County,40061,8,Oklahoma
Weber County,49057,137,Utah
Lenawee County,26091,74,Michigan
Atascosa County,48013,29,Texas
Jasper County,48241,25,Texas
Wayne County,42127,40,Pennsylvania
Twin Falls County,16083,56,Idaho
Trinity County,48455,13,Texas
McDonough County,17109,19,Illinois
Walton County,12131,56,Florida
Logan County,21141,20,Kentucky
Letcher County,21133,17,Kentucky
Buffalo County,55011,11,Wisconsin
Colleton County,45029,30,South Carolina
Audrain County,29007,18,Missouri
Okaloosa County,12091,138,Florida
Leake County,28079,14,Mississippi
Franklin County,1059,22,Alabama
Richland County,17159,12,Illinois
Prentiss County,28117,17,Mississippi
Dixie County,12029,14,Florida
Cochise County,4003,97,Arizona
Whiteside County,17195,45,Illinois
Adair County,40001,13,Oklahoma
Roscommon County,26143,28,Michigan
Long County,13183,9,Georgia
Park County,30067,14,Montana
Jeff Davis County,13161,9,Georgia
Crawford County,19047,12,Iowa
Ochiltree County,48357,5,Texas
Coffee County,1031,37,Alabama
Douglas County,55031,31,Wisconsin
Custer County,31041,8,Nebraska
Giles County,47055,23,Tennessee
Wasatch County,49051,18,Utah
Bon Homme County,46009,5,South Dakota
Lassen County,6035,18,California
Moody County,46101,4,South Dakota
Pulaski County,51155,29,Virginia
Colbert County,1033,43,Alabama
Branch County,26023,30,Michigan
Barbour County,1005,18,Alabama
Meade County,21163,18,Kentucky
Louisa County,51109,29,Virginia
Union County,47173,14,Tennessee
Bates County,29013,12,Missouri
Storey County,32029,4,Nevada
Jackson County,5067,12,Arkansas
Lincoln County,28085,26,Mississippi
Montague County,48337,16,Texas
Pemiscot County,29155,11,Missouri
Okmulgee County,40111,28,Oklahoma
Rockingham County,51165,61,Virginia
Otero County,35035,43,New Mexico
Adams County,39001,20,Ohio
Mora County,35033,4,New Mexico
Brown County,17009,3,Illinois
Genesee County,26049,292,Michigan
Phillips County,5107,13,Arkansas
Knox County,29103,3,Missouri
Scott County,28123,18,Mississippi
Laurens County,45059,51,South Carolina
Polk County,29167,21,Missouri
Jack County,48237,5,Texas
Stephenson County,17177,38,Illinois
Appomattox County,51011,12,Virginia
Wayne County,31179,5,Nebraska
Bennington County,50003,31,Vermont
Moniteau County,29135,10,Missouri
Moffat County,8081,7,Colorado
Bienville Parish,22013,10,Louisiana
McDowell County,54047,16,West Virginia
Johnson County,47091,15,Tennessee
Otsego County,26137,17,Michigan
Nodaway County,29147,12,Missouri
Union County,21225,9,Kentucky
Carter County,40019,33,Oklahoma
Rains County,48379,10,Texas
Isabella County,26073,34,Michigan
Hudson County,34017,403,New Jersey
Wyandot County,39175,17,Ohio
Stanton County,31167,4,Nebraska
Bacon County,13005,7,Georgia
Chattooga County,13055,17,Georgia
Wheeler County,48483,4,Texas
Yuma County,4027,127,Arizona
Addison County,50001,27,Vermont
Bolivar County,28011,22,Mississippi
Alleghany County,37005,10,North Carolina
Van Wert County,39161,21,Ohio
Beauregard Parish,22011,23,Louisiana
Jefferson County,12065,12,Florida
King William County,51101,12,Virginia
Howell County,29091,29,Missouri
Young County,48503,13,Texas
Coryell County,48099,41,Texas
Camden County,29029,40,Missouri
Atoka County,40005,9,Oklahoma
Richland County,55103,14,Wisconsin
Harlan County,21095,20,Kentucky
Neshoba County,28099,18,Mississippi
Ben Hill County,13017,13,Georgia
Major County,40093,6,Oklahoma
Gadsden County,12039,33,Florida
Forest County,42053,5,Pennsylvania
Allen Parish,22003,13,Louisiana
Kern County,6029,449,California
Chippewa County,26033,23,Michigan
Ward County,48475,7,Texas
Tillman County,40141,5,Oklahoma
Yadkin County,37197,28,North Carolina
Terry County,48445,7,Texas
Jefferson County,13163,11,Georgia
Lafayette County,5073,5,Arkansas
Plumas County,6063,17,California
Miller County,5091,30,Arkansas
Claiborne County,47025,25,Tennessee
Susquehanna County,42115,32,Pennsylvania
Colquitt County,13071,30,Georgia
Hardee County,12049,15,Florida
Jerome County,16053,13,Idaho
Oktibbeha County,28105,24,Mississippi
Mohave County,4015,187,Arizona
Sierra County,35051,11,New Mexico
Jefferson County,48245,155,Texas
Ralls County,29173,7,Missouri
Ballard County,21007,7,Kentucky
Hart County,21099,13,Kentucky
St. Helena Parish,22091,7,Louisiana
Pierce County,55093,25,Wisconsin
Beaver County,49001,3,Utah
Washington County,8121,3,Colorado
Mayes County,40097,28,Oklahoma
Spink County,46115,5,South Dakota
Cumberland County,51049,8,Virginia
Winn Parish,22127,9,Louisiana
Fannin County,48147,24,Texas
Garfield County,40047,38,Oklahoma
Tulare County,6107,234,California
Shannon County,29203,5,Missouri
Winston County,1133,18,Alabama
Ottawa County,40115,19,Oklahoma
Milam County,48331,18,Texas
Angelina County,48005,55,Texas
Yankton County,46135,17,South Dakota
Navarro County,48349,34,Texas
Wise County,51195,26,Virginia
Lee County,1081,93,Alabama
Campbell County,56005,24,Wyoming
Buchanan County,29021,57,Missouri
White County,17193,11,Illinois
Dawson County,48115,7,Texas
Casey County,21045,11,Kentucky
Cache County,49005,53,Utah
Bath County,51017,4,Virginia
Fall River County,46047,7,South Dakota
Bay County,12005,128,Florida
Bedford County,47003,32,Tennessee
Logan County,54045,25,West Virginia
Manassas City,51683,22,Virginia
Turner County,46125,6,South Dakota
Calhoun County,5013,4,Arkansas
Todd County,27153,18,Minnesota
Saline County,17165,19,Illinois
Lyon County,21143,7,Kentucky
Jenkins County,13165,6,Georgia
Fremont County,19071,5,Iowa
Choctaw County,40023,11,Oklahoma
Blaine County,30005,4,Montana
Lauderdale County,47097,17,Tennessee
Franklin County,42055,113,Pennsylvania
Cameron County,42023,4,Pennsylvania
Grayson County,48181,94,Texas
Henderson County,47077,20,Tennessee
Bryan County,40013,30,Oklahoma
Curry County,35009,24,New Mexico
Llano County,48299,22,Texas
Trigg County,21221,10,Kentucky
Larue County,21123,10,Kentucky
Marshall County,1095,65,Alabama
Grainger County,47057,18,Tennessee
Little River County,5081,10,Arkansas
Adair County,29001,12,Missouri
Stoddard County,29207,21,Missouri
Newton County,29145,41,Missouri
Stevens County,27149,5,Minnesota
Metcalfe County,21169,7,Kentucky
Franklin County,12037,9,Florida
Muhlenberg County,21177,23,Kentucky
Hendry County,12051,20,Florida
McIntosh County,40091,16,Oklahoma
Hancock County,47067,5,Tennessee
Monroe County,12087,61,Florida
Arkansas County,5001,13,Arkansas
Siskiyou County,6093,35,California
Park County,8093,14,Colorado
Emporia City,51595,4,Virginia
Pushmataha County,40127,8,Oklahoma
Newton County,5101,7,Arkansas
Delaware County,19055,13,Iowa
Madison County,29123,9,Missouri
Brown County,48049,27,Texas
Crittenden County,21055,6,Kentucky
Goliad County,48175,6,Texas
Malheur County,41045,18,Oregon
Gentry County,29075,4,Missouri
Eddy County,35015,34,New Mexico
Lumpkin County,13187,21,Georgia
Valdez-Cordova Census Area,2261,5,Alaska
Koochiching County,27071,11,Minnesota
Butler County,21031,8,Kentucky
Clark County,17023,10,Illinois
Elliott County,21063,4,Kentucky
Dixon County,31051,4,Nebraska
Cotton County,40033,5,Oklahoma
Garfield County,49017,3,Utah
Adams County,16003,4,Idaho
Kings County,6031,64,California
Hardin County,48199,36,Texas
Sitka Borough,2220,5,Alaska
Alcona County,26001,9,Michigan
San Miguel County,8113,5,Colorado
Wharton County,48481,26,Texas
McKenzie County,38053,5,North Dakota
Dallam County,48111,3,Texas
Marshall County,46091,3,South Dakota
Antrim County,26009,20,Michigan
Hockley County,48219,13,Texas
Hancock County,17067,13,Illinois
Imperial County,6025,90,California
Stone County,28131,12,Mississippi
Phillips County,8095,3,Colorado
Clay County,5021,12,Arkansas
Cherokee County,1019,19,Alabama
Cheyenne County,31033,7,Nebraska
Grayson County,51077,12,Virginia
Montezuma County,8083,20,Colorado
Emanuel County,13107,15,Georgia
Franklin Parish,22041,13,Louisiana
Lee County,48287,12,Texas
Gallatin County,21077,5,Kentucky
Carbon County,49007,13,Utah
Boise County,16015,6,Idaho
Bradley County,5011,7,Arkansas
Marion County,1093,21,Alabama
Colusa County,6011,12,California
Oscoda County,26135,7,Michigan
Andrews County,48003,8,Texas
Henry County,1067,14,Alabama
Swift County,27151,8,Minnesota
Beaver County,40007,3,Oklahoma
Pendleton County,21191,9,Kentucky
Wayne County,19185,4,Iowa
Chilton County,1021,29,Alabama
Taney County,29213,41,Missouri
San Juan County,49037,7,Utah
Northumberland County,51133,14,Virginia
Bailey County,48017,4,Texas
Gallia County,39053,21,Ohio
Jim Wells County,48249,23,Texas
Nevada County,5099,6,Arkansas
Dakota County,31043,11,Nebraska
Seminole County,40133,17,Oklahoma
Walworth County,46129,4,South Dakota
Lauderdale County,28075,49,Mississippi
Hamilton County,48193,7,Texas
Candler County,13043,8,Georgia
Sac County,19161,8,Iowa
Franklin County,47051,30,Tennessee
Yuba County,6115,40,California
Ouachita County,5103,17,Arkansas
Newton County,48351,10,Texas
Caldwell County,48055,27,Texas
Union County,41061,20,Oregon
Benton County,29015,17,Missouri
Monroe County,26115,102,Michigan
Perry County,47135,7,Tennessee
Chaves County,35005,38,New Mexico
Orange County,50017,23,Vermont
Pocahontas County,54075,6,West Virginia
Hickman County,21105,3,Kentucky
Henderson County,17071,5,Illinois
Decatur County,13087,18,Georgia
Custer County,8027,4,Colorado
Scioto County,39145,49,Ohio
Dallas County,5039,6,Arkansas
Sullivan County,42113,6,Pennsylvania
Garfield County,8045,33,Colorado
Greene County,28041,7,Mississippi
Gunnison County,8051,7,Colorado
Barren County,21009,29,Kentucky
Monroe County,5095,6,Arkansas
Cass County,26027,35,Michigan
Merced County,6047,131,California
Wayne County,29223,8,Missouri
Nicholas County,21181,5,Kentucky
Jefferson Davis County,28065,10,Mississippi
Dawson County,31047,14,Nebraska
Freestone County,48161,13,Texas
Live Oak County,48297,7,Texas
Pepin County,55091,5,Wisconsin
Clay County,19041,13,Iowa
Reynolds County,29179,5,Missouri
Iosco County,26069,21,Michigan
Harrison County,48203,45,Texas
Covington County,1039,28,Alabama
Maverick County,48323,27,Texas
Madera County,6039,85,California
Radford City,51750,6,Virginia
Delaware County,40041,29,Oklahoma
Charlevoix County,26029,21,Michigan
Leslie County,21131,8,Kentucky
Amite County,28005,10,Mississippi
Decatur County,19053,5,Iowa
Fentress County,47049,15,Tennessee
Clarke County,28023,11,Mississippi
Charlottesville City,51540,23,Virginia
Johnson County,13167,6,Georgia
Kalkaska County,26079,13,Michigan
Wyoming County,54109,15,West Virginia
Columbia County,5027,14,Arkansas
Perry County,28111,7,Mississippi
Massac County,17127,10,Illinois
Van Buren County,19177,6,Iowa
Lincoln County,54043,14,West Virginia
Hyde County,37095,4,North Carolina
Texas County,40139,10,Oklahoma
Clear Creek County,8019,7,Colorado
Kittitas County,53037,25,Washington
Cowlitz County,53015,73,Washington
Rio Grande County,8105,7,Colorado
Tyler County,48457,14,Texas
Smyth County,51173,23,Virginia
Wilcox County,13315,4,Georgia
Ashe County,37009,21,North Carolina
Haskell County,48207,3,Texas
Cleburne County,1029,10,Alabama
Crockett County,47033,9,Tennessee
Hidalgo County,48215,389,Texas
Oglala Lakota,46102,6,South Dakota
Randolph County,1111,15,Alabama
Overton County,47133,15,Tennessee
Taos County,35055,27,New Mexico
Buchanan County,51027,14,Virginia
Shoshone County,16079,9,Idaho
Hancock County,19081,7,Iowa
Elko County,32007,25,Nevada
Colfax County,35007,9,New Mexico
Lawrence County,28077,8,Mississippi
Nacogdoches County,48347,35,Texas
Charles Mix County,46023,5,South Dakota
Breckinridge County,21027,14,Kentucky
Yuma County,8125,6,Colorado
Iron County,49021,25,Utah
Delta County,48119,4,Texas
Hardin County,47071,20,Tennessee
Wabash County,17185,8,Illinois
Cook County,27031,5,Minnesota
Ozark County,29153,8,Missouri
Concordia Parish,22029,13,Louisiana
Harrisonburg City,51660,19,Virginia
Shelby County,48419,13,Texas
DeKalb County,47041,14,Tennessee
Madison Parish,22065,6,Louisiana
Scurry County,48415,9,Texas
Athens County,39009,30,Ohio
Swain County,37173,10,North Carolina
Upson County,13293,19,Georgia
Johnson County,5071,15,Arkansas
Montgomery County,13209,5,Georgia
Winnebago County,19189,8,Iowa
Schoolcraft County,26153,6,Michigan
Hardy County,54031,10,West Virginia
De Witt County,17039,11,Illinois
Webb County,48479,113,Texas
Erath County,48143,21,Texas
Santa Cruz County,4023,30,Arizona
Washington County,51191,41,Virginia
Hillsdale County,26059,30,Michigan
